"timestamp","serviceStatus","agentStatus","enabled","rolloutPercentage","totalExecutions","successCount","failureCount","failureRate","p95LatencyMs","avgLatencyMs","degradedByFailureRate","degradedByP95","notes"
"2026-04-04T21:30:57.4216020-03:00","degraded","ok","True","100","0","0","0","0","0","0","","","ok"
